"id","score","content","date","time","device","opt_times"
"11088","-1.04293557437943","贸易战，就国内而言，也是存在多种观点的。资本角度，资本是啄利的，资本需要的是自由，由资本家随心所欲地支配，能获取最高的利益，没有墙没有关税，最好没有竞争……国家利益角度，资本要有所控，要给资本立规矩，要以市场的手段吸引资本，资本来了经济发展就会好……那么在当下由美国挑起的贸易战，美国加征关税的动作可谓狠毒，这也逼着资本作出选择……市场在中国的，资本还会留在中国；市场不在美国的在华企业，资本也还会留在中国；市场在美国的，可能就会撤离中国；美国的资本，一些爱国的资本和其民族资本，就会撤离和其它动作……哪么中国自己的资本尤其是出口企业的民营资本呢？是以民族利益为先，还是以资本本质为先？为资本利益就要避免被加征关税提高竞争优势，为民族利益那么自己的资本就要留在国内，何去何从，难！","05月13日","07:20","HUAWEI Mate 20","1"
"11150","-5.04908180735776","昨晚家里有事 没有惯例更新周评 盘前简单聊几句 2000亿关税的靴子落地了 市场什么反应 想必大家也看到了 周末金毛再度扬言要对生育的3200亿继续加赠关税 短期看对情绪肯定是不利的 但是这事是不是真会把中国干趴下 我想大家心里都有一杆秤 情绪只会加大市场的波动 不会改变趋势 这是我目前的看法 我也不认为贸易战这事会无限制扩大化 边打边谈是主旋律 市场在反复的折腾震荡中情绪会逐步对这事麻木 这种情况大家去年也同样经历过 这事落地之前不好说行情马上就会起来 震荡中筑底是大概率事件 收拾好恐惧的情绪 沉着应对即可——不跟着好消息乱兴奋 也不被坏消息吓趴下 这种无序波动中 手里最好不要一大把垃圾股 否则会很被动 周末的消息净是严打财务造假 各种退市等 良币驱逐劣币的时代来了！","05月13日","09:13","360安全浏览器","1"
"11668","-0.439951828751288","我们改变打法了，更加注重经济规律了。根据我的《关于中美贸易战的经济原理分析及建议2018-03-27benzhuzhu》，并不是对外加征关税，就一定是有利于自己，对对方不利的。是要根据实际情况，具体问题具体分析的。这个试行开展对美加征关税商品排除工作很有意思。根据我国利益相关方的申请，将部分符合条件的商品排除出对美加征关税范围，采取暂不加征关税、具备退还税款条件的退还已加征关税税款等排除措施。可以排除出对美加征关税的商品需要满足寻求商品替代来源面临的困难；加征关税对申请主体造成严重经济损害；加征关税对相关行业造成重大负面结构性影响包括对行业发展、技术进步、就业、环境保护等方面的影响或带来严重社会后果。中国对原产于美国部分进口商品6月1日起加征关税税率","05月13日","21:16","新浪财经","1"
"11725","-0.897045384620695","［ 美中贸易战挑起民族主义情绪 恶化是必然 ］ 美国上周五宣布将向剩余的中国输美产品加征关税。总统特朗普隔天警告中国最好趁早同美国达成贸易协议，否则在他的第二任期里将会面对更艰难的谈判条件。贸易战已经激起了中国人的民族主义情绪。激烈民族主义情绪的总代表、《人民日报》旗下的《环球时报》总编辑胡锡进上周六在推特上说“贸易战以前所未有的方式动员了中美两国社会之间的敌意。我非常担心相互敌意可能会失控，导致整个国际关系出现大幅倒退。”有媒体指出，无论美国和中国是否达成贸易协议，两国正进入外交和经济领域越来越倾向民族主义的对抗时代，彼此的关系正趋向恶化。双方在贸易战中的强硬立场，显示两强为了捍卫本国利益不惜硬碰硬。 分析美中贸易战挑起民族主义情绪 恶化是必然_","05月13日","13:47","UC浏览器Android","1"
"11782","-0.337532454023728","继5月10日对2000亿美元中国输美产品加征的关税从10%上调至25%后，美方又进一步威胁，启动对剩下的3250亿美元中国输美产品征税25%的相关程序，并将于近日宣布清单。贸易战就是没有硝烟的战争，5月10日美方投放了“第一颗原子弹”，意味着战争正式开打，战争一经开打，预期会越演越烈。在此之前中方下调增值税率为制造业企业提前对冲了部分风险，但是对于低端制造业而言真的应该利用“阵痛期”好好思考出路，转型升级，提高技术含量。中美贸易中，中方是贸易顺差国，是美方挑起战争妄图制约中方经济发展的主要原因。在中美贸易中，中方最具杀伤力的“核武器”是稀土，随着贸易战的推进，限制稀土出口配额和大幅提升出口价格是早晚的事，布局稀土永磁板块是当前应该考虑的投资方向。","05月13日","19:28",NULL,"1"
"12384","-0.118303783714561","近日，美国对2000亿美元中国输美产品加征了关税，从10%上调至25%后，美方又进一步威胁，启动对剩下的3250亿中国输美产品征税25%的相关程序，并将近日宣布清单。对于美方发起风贸易战，中国早已表明了态度，不愿打，但也不怕打，必要时，不得不打。面对美国的软硬两手，中国也给出了答案，谈，大门敞开；打，奉陪到底！经历了5000年的中华民族，什么样的阵势没有见过，无论外部风云如何变幻，对中国来说，最重要就是做好自己的事情。美国下一步是要谈还是要打，亦或许采取别的动作，中国早已备足了政策工具箱，做好了全面应对的准备，中国经济是一片大海，而不是一个小池塘，狂风骤雨可以掀翻小池塘，但不能掀翻大海，经历了无数次狂风骤雨，大海依旧在那。。。","05月13日","23:30","HUAWEI nova 3","1"
"12848","-1.05110847103151","2019年5月9日，美国政府宣布，自2019年5月10日起，对从中国进口的2000亿美元清单商品加征的关税税率由10%提高到25%。……反制措施……自2019年6月1日0时起，对已实施加征关税的600亿美元清单美国商品中的部分，提高加征关税税率，分别实施25%、20%或10%加征关税。对之前加征5%关税的税目商品，仍继续加征5%关税。~……为什么不能直接对美加增50%的关税？别人放屁，你也放屁，老被别人牵着鼻子走，就不能来点新意？别人放屁，你拉屎行吗？想快点结束贸易战，必须对调起贸易战的一方以加倍措施惩罚，既然别人都已经开战了，你却不想快点结束，已经第10轮贸易谈判了，美国就想拖延时间，中美建交，都没谈那么久吧","05月13日","21:38","微博 HTML5 版","1"
"13424","-0.399005126166949","风险美国对中国加征关税，贸易战谈判仍然继续进行当中，证监会主席易会满11日在中国上市公司协会2019年年会时表示，中介机构若与上市公司串通违规，一案双查绝不姑息；上市公司大股东和董监高必须牢牢守住四条底线等等，另外有7家公司暂停上市，退市将会成为常态化。市场开始反弹，但是持续性有待观察，因为消息面仍然存在不确定性，市场也需要持续放量才能保持反弹的态势。机会贸易战有一部分利空落地，市场出现了报复性反弹，仍需进行下一步谈判，近期利空消息出现空档期，MSCI增量资金即将进场，短线有望延续反弹，关注芯片半导体等科技股的个股机会。刚A50连续开盘大幅回落，影响A股开盘，短期会有反弹，关注今天盘中低吸机会","05月13日","09:14","360安全浏览器","1"
"13481","-0.577887073099909","，2019-5-13晨知道周末大家等着的反制措施没有见到，只是看到了人民币在贬值，个人觉得贸易战开始了，再次进入缓和谈判，时间也会拉长，对谁也会影响，但是国内的影响会超前，之前讲到过的，这里不做阐述；不是我不相信国内自给自足的内需，是因为我们的很多高端上太多需要国外支持，技术壁垒会直接影响我们的发展，这也是美国打着贸易的幌子敲诈。回头看国内A股，利空出尽？现在评论很多都被限制，我也不好去评论什么，但是从我自己的理念里，现在的情况也只是反弹，但是不改我之前判断二季度主跌，主跌完成后的行情我相信是大家不敢想象的。空了的就等待，套住的也不要着急，不是雷什么都好说。最后提醒下今天有新股，万一中了呢。","05月13日","09:12","红米Redmi","1"
"13872","-0.36369255955511","美国与中国的贸易战，特朗普也许是错了，白宫最高经济顾问12日承认，美国消费者和企业支付特朗普政府对数十亿美元中国商品征收的关税，即使特朗普本人坚持贸易战的观点中错误地认为是中国付钱的。美国国家经济委员会主席拉里·库德洛说，这是美国企业和美国消费者支付的。库德洛补充说，“双方都会付钱”，但他规定，中国“将因减少对美国的出口而遭受经济损失”，而不是支付关税。库德洛承认特朗普的许多评论和推文相矛盾，因为在特朗普看来，中国公司支付的关税数额是从中国大量转移到美国的财富。然而，几乎没有经济学家同意特朗普的观点，而事实检查员经常将特朗普的断言归咎于特朗普，并指出美国的中国商品进口商支付关税。","05月13日","09:35",NULL,"1"
"14344","-0.378524493286936","市场调查企业IHS Markit于 12日发表《休战终了而扩大的中美贸易战》报告书表示，如果中国出口至美国的产品面临全体征收关税，向中国供应中间产品的韩国·日本将遭受连锁打击。IHS Markit指出，“对中国出口部门的巨大负面冲击将产生波及效应，向中国制造业部门供应电子产品、化学品等中间材料的日本和韩国将遭受打击”。在中国开设工厂的跨国企业将因中美贸易战而转移基础，越南、马来西亚、泰国等将有望从中获益。IHS Markit说明道“进口货物销往美国的厂商将转移至除中国以外的其它制造业枢纽”，“制造企业将全面调整供应链的生产结构，以减少对美国关税的曝光”。。。详情点击","05月13日","13:53","微博 weibo.com","1"
"14836","-0.463317067861803","欧元兑美元后市仍将跌至1.10① 荷兰国际集团ING的分析师指出，上周以来，美国总统特朗普发起贸易战的行动令美元指数承压，这让欧元兑美元维稳在1.12关口上方。但这仍只是暂时状况，后市欧元汇价仍面临下行到1.10关口的压力；② ING指出，全球贸易战很快就会以“汽车关税摩擦”这一方式延烧到美欧之间，在这场较量中，欧盟仍可能成为下手方面临重挫。③ 与此同时，虽然近期欧元区经济数据偶有亮色，但是经济动能相比起美国来仍显著疲弱，这将迫使欧洲央行在此后重新祭出TLTRO宽松行动，这对于欧元兑美元汇价而言是更大的压力，并足以完全抵消贸易风波对于美元本身所带来的冲击","05月13日","21:47","360安全浏览器","1"
"15163","-1.27571974601477","美国这次对华发起贸易战，其中很重要的目的之一就是要在技术上遏制中国，美国政府针对中兴、华为的一系列围堵打击，其核心目的就是要打击中国科技公司，要打断中国产业升级与科技进步的进程。所以，在谈判中美国意志在试图达到这一目的，即打断“中国制造2025”计划。如何达到这一目的？美国的办法是，要在贸易谈判的协议条款中对中国进行限制，要求中国在立法等一系列手段上按照美国的要求行事，说白了就是把针对中兴那一套复制到中国政府身上。美国的这一想法，可就真的是太过痴心妄想了，也太不尊重中国了。而美国这么做的本质，就是想通过极限施压来达到对中国实现遏制乃至控制的目的。","05月13日","23:52","微博 weibo.com","1"
"15166","-0.421313787215041","听说今天是苏联解体10000天。这10000天里，美国等西方国家持续肢解俄罗斯及原加盟国，抢占俄90％以上原海外利益国家。俄罗斯打了二场反分裂车臣战争，二场边境俄格，俄乌战争，一场海外叙利亚战争。到目前依然被西方国家制裁。这一万天俄罗斯经济，科技，军事从超级大国全面下滑。这10000天里，前3000天美国航母过了中国台湾海峡，炸了中国大使馆，撞了中国的飞机。中间3000天美国忙着打中东战争抢占中东利益，中国埋头发展。最近3000天，美国忙着打反恐战争中国埋头发展。最近美国发现中国已强大，开始贸易战。这1万天，中国经济，科技，军事从超级大国全面上升","05月13日","21:32","iPhone客户端","1"
"15567","-0.512546642184868","2016年预期了川普上台，结果是符合预期的，川普上台后放弃了ttp转而采用更直接的贸易战，这也是在预期范围的。以前的中美关系是合作大于竞争，那么川普上台后直接将中美关系转变成竞争大于合作，在这种主动改变的前提下才有了后来的贸易战。从近一两年美国国会的多次投票可以看出，美国对中美竞争关系的认可程度几乎高度一致。所以说中美关系实质上已经在川普上台后就发生了较大转变，贸易战只是这种关系转变后的表现形式。接下来贸易战是否达成协议也是一个重要的变量，而贸易战的结果对中美关系起到一定作用，但不能根本上改变美国已经认定的中美竞争大于合作的这个出发点。","05月13日","15:37","微博 weibo.com","1"
"15984","-0.525858437168455","风险 美国对中国加征关税，贸易战谈判仍然继续进行当中，证监会主席易会满11日在中国上市公司协会2019年年会时表示，中介机构若与上市公司串通违规，一案双查绝不姑息；上市公司大股东和董监高必须牢牢守住四条底线等等，另外有7家公司暂停上市，退市将会成为常态化。市场开始反弹，但是持续性有待观察，因为消息面仍然存在不确定性，市场也需要持续放量才能保持反弹的态势。 机会 贸易战有一部分利空落地，市场出现了报复性反弹，仍需进行下一步谈判，近期利空消息出现空档期，MSCI增量资金即将进场，短线有望延续反弹，关注芯片半导体等科技股的个股机会。","05月13日","09:02","iPhone客户端","1"
"16229","-0.525858437168455","风险美国对中国加征关税，贸易战谈判仍然继续进行当中，证监会主席易会满11日在中国上市公司协会2019年年会时表示，中介机构若与上市公司串通违规，一案双查绝不姑息；上市公司大股东和董监高必须牢牢守住四条底线等等，另外有7家公司暂停上市，退市将会成为常态化。市场开始反弹，但是持续性有待观察，因为消息面仍然存在不确定性，市场也需要持续放量才能保持反弹的态势。机会贸易战有一部分利空落地，市场出现了报复性反弹，仍需进行下一步谈判，近期利空消息出现空档期，MSCI增量资金即将进场，短线有望延续反弹，关注芯片半导体等科技股的个股机会。","05月13日","08:55","华为手机 畅享玩不停","1"
"16316","-0.299710594524117","看来印度的国际地位高并非浪得虚名，为印度点赞只服从联合国安理会决议下的制裁，决不听从它国的制裁，铿锵有力，有理有据。反观某大国，美国都直接动手分裂你的国家，舰艇侵犯你的领海，贸易战的绞索都套到脖子上了，明明知道与伊朗俄罗斯的关系是唇亡齿寒的关系，总还是心存侥幸，反正没打到我头上，管他呢？唉，没有血性，胆小自私的食草牛羊啊，别说一群狮子，一头狼就会干掉这一群自称世界老二的国家《东方巨轮突破美舰拦截，在阿巴斯装满石油，伊朗向全球树立榜样》从2017年到2035年，印度对原油的需求将每天增加350万桶，占全球增长的三分之一。","05月13日","12:59","百度App","1"
"16585","-0.543799045055293","这些天在推特和微博上把几乎所有关于中美贸易战的中英文章读了一遍，感觉本质是双方缺乏信任感以及中美文化差异导致的互相误判，协议内容本身包括取消补贴 贸易壁垒，知识产权保护对双方都极为有利，这个也是双方谈判代表的共识，阻碍协议的本质就是信任问题和面子问题。我觉得，最好的方法就是暂时放弃前嫌，互相信任对方，签署协议，然后大肆报道协议内容，让妇孺皆知。再加上一个附属条款，如任何一方违背协议，需加倍惩罚。希望中美重新回到蜜月期吧。这让我想起朝鲜战争，也是典型的中美互相误判，本来战争可以避免。经济战亦如此，希望不要重蹈覆辙。","05月13日","00:16","iPhone客户端","1"
"16751","-0.197520463266826","经济上，对抗美帝，最好的办法就是扩大内需。民间资金还是体量很大，只是很多行业他们进不去，而且，工资，环保，社保等要求越来越高，民企日子不好过，实力不济的只能停产息业。资金不可能闲置的，必然追求利润，哪里利润高就去哪里，制造业不好做，很多行业不好进，不好做，房地产有钱途，就争着进去了。放开一些行业，别让一些企业躺着赚钱，竞争大起来了，价格就下去，整个社会成本也就是下去，哪怕工资不涨，兜里面钱多了，自然会多消费，经济就好起来，有国内这么大市场，哪怕什么贸易战，还可以把资金吸引出来，房价大涨也会就控制的，良性循环。","05月13日","12:07","Android客户端","1"
"17018","-0.0351725718728894","当谁都知道贸易战带来的是什么的时候，人们往往会做出一些反应，比如抛售潮或恐慌潮，避险资产的资金大量流入等等。战中或战后会是贸易再平衡、美元再平衡，everywhere，何况美国，上年开始肉眼可见的经济数据变得不那么完美。何况美国，本就是一个典型的外向性消费国家，造成贸易逆差存在一定必然性中国不是二十几年前的日本，所以也就不可能成为二十年后的现在的日本。即便是经济数据表现得也不尽令人满意，但我泱泱大国也有足够的底气去打这场战争无硝烟的战争不可避免受伤最大的也是人民，只是希望这场可期的持久战并无预想中那么长","05月13日","23:56","iPhone客户端","1"
"17220","-0.0288399705759167","抗美援朝战争时中美两国谈谈打打、边谈边打，中方始终能掌握主动权的精髓是什么？不是说美国想谈，我们就陪着谈，美国想打，我们就陪着打，让美国人牵着我们的鼻子走。而是只要美国不想谈想打了，我们就立即停止谈判，坚决与美国打下去，直到把美国打疼，美国请求谈判时才坐下来谈。试问，我们如今在中美贸易战谈判中真正做到“把美国打疼后再与之谈判”这一点了吗？轻易与美国这样言而无信、反复无常的国家谈判，不值。必须不惜代价打疼它，让它真切体会到得罪中国的恶果是什么后才与它谈判，效果会更好。这就是抗美援朝留给我们的斗争经验。","05月13日","14:38","vivo智能手机","1"
"17517","-0.910661699008129","有没有一种可能？Trump打贸易战的目的就不是贸易战，而是关税。加关税最终由美国消费者承担，即使Trump不懂，他的智囊团不可能不懂，但就是任由Trump吹牛说中国企业给美国交了税，因为美国政府本来就囊中羞涩，还减了税，终归要找一个地方补回来，打贸易战加关税是最好的方法，对内可以吹牛，对外可以施加压力。这种情况下，除非中国作出非常巨大的让步，让Trump即使10年后还能吹吹牛皮，否则Trump就没有意愿停止。也因此Trump到处挑起贸易战，因为，最终目的就是钱，这种情况下，协议怎么可能达成？，","05月13日","18:51","上海超话","1"
"17518","-0.381824631392734","如果一个月内不达成协议，特乱扑 要给剩下的3000多亿美元中国商品加税，这是最后的底牌，特朗普，急于达成协议的心态已经很明显，为了选战，也坐不住了。要明白一个原则，在美国人眼中，中国是对手，中国做一切的事情都是错的，做多少让步都是不够的。所以目前我们最好的策略是 拖字诀+反制。绵里藏针，让他无所适从，从政治军事国际关系上全面反制。这个时候比的是耐心。如果美国人不从中国买东西，只能买其他国家更贵的东西，将带来的是更高的总逆差，拖下去让时间说明问题，这是胖猫对贸易战的预期。不过股市要过一段苦日子。","05月13日","09:09","股市超话","1"
"17618","-0.348297757267801","中美贸易冲突已经不仅仅是冲突，是真正的贸易战。中国高层不想把它定义成经济战，是想以和为贵也好，是愚民愚己也罢，疏不知，这是美国霸权的必然，而不仅仅是中国单方的一厢情愿。从美国总统特朗普的推特治国，已经不难知道，下一步，将对所有输美产品加征25%的关税。这是美国至上的价值观使然，是美国这届政府强盗思维使然。中国，为什么还不能抛弃幻想，投入战斗，还在做着美梦，让百姓受到更大伤害？既然战争已经打响，就不要再一味抱希望边打边谈，已经没得谈了，只能打回去，打到对方停手为止。加油，我的国，能战方能止战！","05月13日","07:25","iPhone客户端","1"
"18047","-0.170518390964812","特朗普有自欺欺人之嫌，今天美国股市全线低开是对老特一记响亮的耳光，随着贸易战程度持续激烈，美国股市会继续下探！ 对于贸易战会对中国经济造成一些困难和损失，中国政府一直直言不讳，这与美国政府长期美化贸易战形成鲜明对比。就凭这一条，中方就明显更加实事求是，美方则有弄虚作假之嫌。 中国星期一打响中美贸易战上周升级以来回击美国的第一波排炮。华盛顿原来赌的是一举压垮中国，没想到把中美贸易战打成了持久战。美方有点慌，每天大量发声，编各种谎言蒙美国人，吓中国人，今天老胡就来戳戳他们的谎言。 ​​​","05月13日","23:55",NULL,"1"
"18249","-0.250365128049444","面对贸易战，中国的媒体只会泼妇骂街，难道你们这帮北京的废物媒体不懂得反思么？如果你是美国总统，你要不要为了美国利益解决与中国3750亿美元的贸易逆差？如果你是对面国家的领导人，你是不是应该对于国家贸易过度依赖美国，这样会被人卡住脖子而警醒？台湾问题，中美贸易，中国处在一个不稳定的地位，这些都是靠美国的施舍而取得的成果。如果美国今天拍航母群到台湾驻扎，你们真的敢打么？既然美国派军你们就要武力统一台湾，为啥不在美国派军之前早点解决问题？台湾问题的变数正常人都知道，而我们的领导不知道。","05月13日","09:00","微博 weibo.com","1"
"18364","-1.7070533284174","对《国务院关税税则委员会关于对原产于美国约600亿美元进口商品实施加征关税的公告》税委会公告〔2018〕8号中部分商品，提高加征关税税率，按照《国务院关税税则委员会关于对原产于美国的部分进口商品第二批加征关税的公告》税委会公告〔2018〕6号公告的税率实施。即对附件1所列2493个税目商品，实施加征25%的关税；对附件2所列1078个税目商品，实施加征20%的关税；对附件3所列974个税目商品，实施加征10%的关税。对附件4所列595个税目商品，仍实施加征5%的关税。附件～ ​","05月13日","21:32","iPad mini4","1"
"18366","-0.637343409817511","一年多来中国股市上涨贸易摩擦平静股市下跌贸易战升级。相反美股创历史新高贸易战也随机升级。对美国人来说只要股市能上涨就可以解决一切，只要股市能上涨美国人就开始自吹自擂自大自狂。在美国人眼里股市能上涨经济就是好股市下跌经济肯定不行，如果股市下跌而其它经济数据年年稳中有进也许可能统计有问题或造假，因为股市指数不能造假包括上证指数也无法造假，其他经济指标历来存在争议。奇怪的是股市涨与跌在国内一直以来都不是特别重要，比如一季度股市反弹其主要因素还是化解股权质押风险不然股市根本就没有底部。","05月13日","13:02","360安全浏览器","1"
"18368","-0.00785698284796404","中美贸易磋商依旧在继续中，周五靴子落地后，市场走出了深V和气势其中做T和抄底的获利盘较重，且A50指数低开影响开盘情绪市场低开后持续弱势震荡洗盘！目前盘面的分时较弱，但日线依旧处于大阳后洗盘格局，没有多大风险整体以震荡格局为主！盘面资金主要发动贸易战受益股，农业、芯片、人民币贬值概念等其余的方向暂时表现疲弱目前大风险没有，就是资金还是偏迟疑，早盘持续洗盘持有低位个股的朋友不妨多些耐心等待即可！同时市场先洗盘好过直接拉升后砸盘哦短期市场大格局整体为震荡格局，可以重个股轻指数操作！","05月13日","12:25","微博 weibo.com","1"
"18488","-0.220725308316285","中国的经济实力不足以支撑我们轻易取得斗争的胜利，但是由于美方傲慢的昏招连出不断丧失掉盟友宝贵的支持立场，我方始终如一的明确立场和斗争到底的顽强斗志将不断扭转胜利的天平。 中美之间经济实力差距不小，可我们斗争到底 不骄不馁的决心也不是轻易就能压倒的，美国人无法在五十年代用战争打垮中国，如今更不可能通过经济斗争打败我们。 自古以来，搞贸易战永远是两败俱伤没有胜者的，在经济全球化的当代，中美贸易战更是会严重影响全世界各个国家的贸易发展。我们不想打，可是如果你硬要打，我们也绝不怕事。","05月13日","23:35","Weibo.intl","1"
"19708","-0.11185199921762","资讯播报 金灿荣中国有三张王牌打赢贸易战 贸易问题上中国其实不怕美国。 我和几位学者推演过，贸易战最好不打，因为两败俱伤；但如果真打，中国会赢，这是很多人可能想不到的，特朗普自己可能都没想到。 特朗普，估计美国精英也一样，都认为在贸易问题上，基本事实对美国有利。 去年中美之间有5300亿美元的货物贸易，按照他们的说法，美国只卖给中国1500亿美元的货物，所以他们觉得亏大了，总是说中国多赚了美国3760多亿美元，所以觉得打贸易战中国损失会更大。官网详情可见","05月13日","15:17","化工超话","1"
"19815","-1.07216659533283","我觉得老美噢真的略掐错时间，如果在去杠杆未完成的时候热钱进场玩加上贸易战那真的会吃不消，去杠杆真的已经去掉了很大一部分泡沫，哪怕结果是许多大民企的消失和被淘汰，但好歹整体形式也算是过渡了，目前大问题是政府隐形负债，但是照下一步国家方向来说估计会发债转移，虽然看起来是发债转移到人民身上了但其实这玩意儿吧你说基数大单位数小加上年份，压力也就小了不知道多少。然后老美说，行咱们来贸易战吧，天朝好啊我刚吃了点泻药拉了个肚子，肠胃空了好多哦，我们来继续热狗大战吧！","05月13日","21:18","OPPO随光而变R17 Pro","1"
"19817","-0.593205493029498","纽约联储银行、普林斯顿大学和哥伦比亚大学经济学家3月发表的一项研究结果显示，美国收取的关税收入。如果有更多中国商品被加征关税，这些成本还将进一步上涨。可能被纳入加税对象的产品包括手机和笔记型电脑，视频游乐器，多种儿童玩具和平板电视等。肯塔基州共和党参议员Rand Paul表示，虽然特朗普可能感觉现在还不能对中国让步，并且可以从贸易协议中获益，但他建议政府要尽快达成协议，因为持久战会给美国经济带来风险。Paul在ABC周日的This Week节目上表示。","05月13日","07:58","微博 weibo.com","1"
"19821","-0.375601261101601","中美之间会发生战争吗？不可能的。中美之间的战争形态是什么呢？舆论战。贸易战都是舆论战的表现形式，都是舆论战的工具，用舆论战来瓦解国内斗志，挑动激化内部矛盾，国际上举行舆论围剿，离间合作伙伴，实现低成本遏制、制裁、阻止中国崛起的战略，这就是美国的舆论战的策略。打赢舆论战靠什么？靠的就是笔杆子，靠的就是强大舆论作战部队，靠的就是舆论的人民战争。品牌在互联网形态的竞争，就是内容的竞争，靠什么生产内容？当然就是笔杆子，笔杆子队伍的强大与否，决定了品牌的竞争力。","05月13日","15:54","营销策划iPhone 6s(玫瑰金)","1"
"20161","-0.111361331997176","金灿荣表示，贸易问题上中国其实不怕美国。几位学者推演过，贸易战最好不打，因为两败俱伤；但如果真打，中国会赢，这是很多人可能想不到的，特朗普自己可能都没想到。特朗普，估计美国精英也一样，都认为在贸易问题上，基本事实对美国有利。去年中美之间有5300亿美元的货物贸易，按照他们的说法，美国只卖给中国1500亿美元的货物，所以他们觉得亏大了，总是说中国多赚了美国3760多亿美元，所以觉得打贸易战中国损失会更大。但事实情况不是这样的，他们自己把自己欺骗了。","05月13日","17:04","微博 weibo.com","1"
"20164","-0.0539547841629395","特朗普发动贸易战的根本目的不是索取一时的贸易差，而是迫使境外资本转移到美国境内，是逆全球化的过程。但“贸易使双方获利""客观存在，特朗普是在改写经济学的基本原理。在特朗普心中，经济不是一门纯科学，更多的是一门艺术，做生意他不会拘泥于教条。客观的说，他这一举动富有创见性，这样做也无可厚非，因为贸易战可以让美国经济长期焕发活力，且阻止我国吸引外资。但我并不关心贸易战，因为没有贸易战，经济同样会出现衰退，衰退太正常不过了，我们有能力有智慧应对任何衰退。","05月13日","09:09","三星A9 Star Lite","1"
"20168","-0.340109310178545","很多国内经济学家老是说贸易战会把中国陷入万劫不复的境地，是真的吗，说这种话的人要么是汉奸要么就是太傻，贸易战破局带来的结果是中国经济的灾难，更是全球经济的灾难，全球经济从原来的全球化恢复到各自寻找出路和盟友，各回各家各找各妈。到时候利益的冲突和不信任，流动性危机那才是最大的世界级灾难。灾难中大国崛起的机会也会到来，中国正式被推到擂台，世界两极化或者多极化可能增加，大国变成小国的利益代表。贸易战是近代中国的机遇也是世界的灾难。不过我们一个也不能避免","05月13日","09:27","iPhone","1"
"20290","-0.071959103417345","MYZ这个事，我们公司估计要懵逼，全球最大的工厂就在中国啊，全靠国内出口供应全球，那你美国提高关税有没有想过这一部分企业怎么活？我真的完全不理解美国发起贸易战，你不是抱起石头砸自己脚么？咋想的啊？近期那个热火朝天的新工厂项目进行到一半了吧，突然战起来了，这咋办啊，工厂挺贵的，税还挺高的，进退两难嘛……不是特大哥你那么多企业联合举证你咋一句话也没听进去呢，你这人太固执了啊，啥事都依自己心……幼稚！and本来这点工资糊口就挺困难的，再跌喝西北风么？","05月13日","23:58","iPhone客户端","1"
"20564","-0.239253476781277","各国都有打嘴泡的事情，越打嘴泡混得越好，也是到处都有的，比如美国总统特朗普。他在推特上发的那些东西，特别是关于中美贸易战的，显得特别bully, 没文化，自卖自夸。经济学101讲的关税明明是贸易双方国各自承担不良影响，而且美国收税是从美国人民群众口袋里收税上交国家，他却讲得好像这200 billion * 25%全是由中国出进账到美国一样。可惜普通平民美国群众，就信这一套。大家都是容易被忽悠的。怎么办？希望中国经济越来越好给特朗普一个巴掌。","05月13日","12:50","微博 weibo.com","1"
"20568","-0.006498311020098","这样的消息，全世界都传遍了。 对投资者而言，最好是退潮的时候， 最好是黑天鹅到来的时候。 两强贸易战。 彼此都不让， 看起来很可怕，但最后终究会握手言和。 第一个时间点在六月底， 但在那之前，六月中旬， 美国可能会祭出另外3千亿美元的关税。 第二个时间点会在什么时候无人知道， 或许美国联准会因此降息， 人行再接再厉降准。 唐轩会做出时间点与预测清单， 请大家多留意。 胜者圈应是所有金融圈里， 一直提醒大家要有危机意识的。 不要轻易相信新闻。","05月13日","23:59","Android客户端","1"
"21128","-1.41017154864123","财经股票贸易谈判的基本逻辑，对整个经济来说唯一能做的就是把损失降低到最小，做好自己的事，但和最大的贸易顺差国打贸易战不论怎么做对经济体都是一种严重的伤害，所以对股市是绝对的大利空，所以继续做好风控，操作上提两点，第一，别补仓，第二，别贪反弹的小便宜，同时新主席的政策已经开始明朗化了，去弱扶强，一次性退市7家，将对股市的生态造成巨大的影响，想当的股票不能玩了，各位好自为之吧，盘面上当成交量持续低于6000亿的时候唯一能做的就是只卖不买","05月13日","14:18","微博 weibo.com","1"
"21130","-0.108875058710475","“民国时期的钢产量，只有几千吨，而日本是几百万吨。我们没有石油，无法生产飞机，军舰，重武器。而日本，全都可以自己造。如果要论实力，那就没得打，怎么打都是输。可如果要论潜力呢？日本可以打败我们一次，两次，三次，乃至一千次，一万次，有什么用呢？我们可以赢，可以输，但绝不讲和绝不妥协。中国纵深大，丢掉一半，还有一半。人民意志坚定，野火烧不尽，春风吹又生。”中美贸易战也一样，不轻易妥协是正解，只要继续加大开放，把内需搞起来，未来站在中国这边","05月13日","23:40",NULL,"1"
